Warehouse_block,Shipment_mode,Customer_care_calls,Customer_rating,Product_Cost,Prior_purchases,Product_importance,Gender,Discount_offered,Weights_gms,Delivery_status,Delay_flag,Discount_category,Weight_Category
F,Road,4,1,178,3,medium,F,63,1573,On Time,0,High,Light
A,Road,4,4,178,4,medium,F,13,1614,On Time,0,Medium,Light
B,Road,5,4,169,2,low,F,20,1765,On Time,0,Medium,Light
C,Road,3,2,272,2,low,M,33,2321,On Time,0,High,Light
F,Road,4,4,183,3,low,M,29,3251,On Time,0,Medium,Medium
D,Road,3,4,205,3,low,F,10,2728,On Time,0,Low,Light
F,Road,2,1,123,4,low,F,53,1036,On Time,0,High,Light
A,Road,4,3,152,3,low,M,58,1453,On Time,0,High,Light
B,Road,3,1,220,2,high,F,40,3773,On Time,0,High,Medium
C,Road,4,3,134,3,low,M,51,1965,On Time,0,High,Light
F,Road,3,2,217,2,high,M,19,2992,On Time,0,Medium,Light
D,Road,3,2,265,3,low,F,49,2791,On Time,0,High,Light
F,Road,4,2,249,5,medium,M,36,3836,On Time,0,High,Medium
A,Road,5,3,213,4,medium,F,50,2003,On Time,0,High,Light
B,Road,2,2,124,3,low,F,56,1494,On Time,0,High,Light
C,Flight,4,1,180,2,low,M,23,1193,On Time,0,Medium,Light
F,Flight,4,5,193,3,medium,M,65,2267,On Time,0,High,Light
D,Flight,3,2,192,3,medium,M,43,3339,On Time,0,High,Medium
F,Flight,2,5,166,3,medium,M,3,1832,On Time,0,Low,Light
A,Flight,3,2,264,3,medium,M,5,3861,On Time,0,Low,Medium
B,Flight,3,4,200,2,medium,M,14,3528,On Time,0,Medium,Medium
C,Flight,4,3,142,4,medium,M,12,1396,On Time,0,Medium,Light
F,Flight,4,1,215,2,low,M,32,3066,On Time,0,High,Medium
D,Flight,2,1,218,2,low,M,15,2745,On Time,0,Medium,Light
F,Flight,3,2,115,3,low,F,27,1814,On Time,0,Medium,Light
A,Flight,4,3,159,3,low,M,33,1330,On Time,0,High,Light
B,Flight,5,5,133,3,low,M,63,1218,On Time,0,High,Light
C,Flight,5,2,178,3,low,M,48,1517,On Time,0,High,Light
F,Flight,4,2,134,2,low,F,43,1714,On Time,0,High,Light
D,Flight,3,1,184,5,medium,F,58,2544,On Time,0,High,Light
F,Flight,4,2,251,2,medium,M,24,2405,On Time,0,Medium,Light
A,Flight,3,2,141,3,low,M,7,1933,On Time,0,Low,Light
B,Flight,4,4,229,2,medium,M,45,3776,On Time,0,High,Medium
C,Flight,4,1,203,4,low,M,34,3813,On Time,0,High,Medium
F,Flight,4,3,158,3,medium,F,57,1911,On Time,0,High,Light
D,Flight,3,4,167,3,medium,M,52,1755,On Time,0,High,Light
F,Flight,5,4,197,4,low,F,40,3303,On Time,0,High,Medium
A,Ship,2,2,140,3,low,F,19,1806,On Time,0,Medium,Light
B,Ship,5,1,205,2,medium,M,27,3569,On Time,0,Medium,Medium
C,Ship,5,5,208,3,low,F,45,2018,On Time,0,High,Light
F,Ship,4,2,96,3,low,M,22,1294,On Time,0,Medium,Light
D,Ship,6,4,205,3,low,F,44,2064,On Time,0,High,Light
F,Ship,4,2,215,3,medium,F,48,2953,On Time,0,High,Light
A,Ship,4,1,216,3,low,F,43,2643,On Time,0,High,Light
B,Ship,3,1,112,2,high,M,22,1846,On Time,0,Medium,Light
C,Ship,5,4,222,3,low,F,20,3632,On Time,0,Medium,Medium
F,Ship,5,2,186,3,medium,F,15,2153,On Time,0,Medium,Light
D,Ship,3,5,241,3,medium,M,48,2841,On Time,0,High,Light
F,Ship,3,3,172,3,low,F,58,1269,On Time,0,High,Light
A,Ship,3,5,251,2,high,M,23,2426,On Time,0,Medium,Light
B,Ship,5,3,190,3,high,M,45,2628,On Time,0,High,Light
C,Ship,4,3,186,2,medium,F,48,2805,On Time,0,High,Light
F,Ship,4,4,207,2,medium,M,35,2596,On Time,0,High,Light
D,Ship,3,3,135,3,low,F,19,1366,On Time,0,Medium,Light
F,Ship,4,4,189,2,medium,F,18,2955,On Time,0,Medium,Light
A,Ship,4,4,173,5,medium,F,51,1691,On Time,0,High,Light
B,Ship,3,4,194,3,medium,M,3,2169,On Time,0,Low,Light
C,Ship,3,1,183,3,low,M,19,3018,On Time,0,Medium,Medium
F,Ship,4,3,140,2,low,F,22,1248,On Time,0,Medium,Light
D,Ship,4,4,244,3,medium,F,55,2782,On Time,0,High,Light
F,Ship,2,3,189,4,low,M,34,3355,On Time,0,High,Medium
A,Ship,3,2,157,2,medium,M,53,1390,On Time,0,High,Light
B,Ship,4,1,275,10,medium,F,23,2726,On Time,0,Medium,Light
C,Ship,4,5,133,3,low,F,53,1467,On Time,0,High,Light
F,Ship,4,1,149,3,medium,M,54,1178,On Time,0,High,Light
D,Ship,3,3,254,2,high,M,17,3153,On Time,0,Medium,Medium
F,Ship,3,4,145,8,low,F,15,1429,On Time,0,Medium,Light
A,Ship,3,2,179,5,low,F,52,1991,On Time,0,High,Light
B,Ship,5,2,168,3,low,M,26,1526,On Time,0,Medium,Light
C,Ship,4,1,202,3,medium,F,18,3940,On Time,0,Medium,Medium
F,Ship,3,4,220,7,low,M,43,2620,On Time,0,High,Light
D,Ship,3,4,244,8,low,M,1,2703,On Time,0,Low,Light
F,Ship,4,2,186,7,medium,F,40,3111,On Time,0,High,Medium
A,Ship,5,2,263,8,medium,M,24,3139,On Time,0,Medium,Medium
B,Ship,3,2,294,4,low,F,15,1318,On Time,0,Medium,Light
C,Ship,3,5,226,2,medium,F,2,1043,On Time,0,Low,Light
F,Ship,4,4,173,5,medium,F,2,1175,On Time,0,Low,Light
D,Ship,3,5,194,3,medium,F,10,2277,On Time,0,Low,Light
F,Ship,3,5,183,3,low,F,2,3459,On Time,0,Low,Medium
A,Ship,4,1,140,2,low,M,61,1770,On Time,0,High,Light
B,Ship,4,3,244,3,medium,M,8,3318,On Time,0,Low,Medium
C,Ship,2,2,189,4,low,M,9,3413,On Time,0,Low,Medium
F,Ship,3,1,157,2,medium,F,39,1525,On Time,0,High,Light
D,Ship,4,3,275,10,medium,M,10,2093,On Time,0,Low,Light
F,Ship,4,5,133,3,low,M,59,1092,On Time,0,High,Light
A,Ship,4,2,149,3,medium,M,26,1863,On Time,0,Medium,Light
B,Ship,3,4,254,2,high,F,41,3973,On Time,0,High,Medium
C,Ship,3,4,145,8,low,F,24,1594,On Time,0,Medium,Light
F,Ship,3,5,179,5,low,M,56,1113,On Time,0,High,Light
D,Ship,5,4,168,3,low,F,13,1317,On Time,0,Medium,Light
F,Ship,4,5,202,3,medium,F,46,3181,On Time,0,High,Medium
A,Ship,3,3,220,7,low,M,25,2141,On Time,0,Medium,Light
B,Ship,3,2,244,8,low,F,50,3562,On Time,0,High,Medium
C,Ship,4,3,186,7,medium,F,30,2062,On Time,0,Medium,Light
F,Ship,5,5,263,8,medium,F,9,2236,On Time,0,Low,Light
D,Ship,3,1,294,4,low,F,25,1498,On Time,0,Medium,Light
F,Ship,4,1,139,3,low,F,56,1811,On Time,0,High,Light
A,Ship,7,5,192,3,low,M,46,1550,On Time,0,High,Light
B,Ship,3,3,235,3,low,M,5,3065,On Time,0,Low,Medium
C,Ship,2,1,176,3,low,F,15,1996,On Time,0,Medium,Light
F,Ship,5,4,224,3,low,F,34,2627,On Time,0,High,Light
D,Ship,3,4,128,3,medium,F,51,1524,On Time,0,High,Light
F,Ship,5,4,226,5,low,M,47,2240,On Time,0,High,Light
A,Ship,5,1,160,5,medium,F,16,1526,On Time,0,Medium,Light
B,Ship,3,1,197,5,low,M,45,2224,On Time,0,High,Light
C,Ship,4,2,216,3,low,F,12,2273,On Time,0,Medium,Light
F,Ship,4,4,199,2,low,M,9,3075,On Time,0,Low,Medium
D,Ship,5,5,271,2,low,M,27,3957,On Time,0,Medium,Medium
F,Ship,5,1,201,3,low,F,47,2657,On Time,0,High,Light
A,Ship,3,4,212,2,low,M,33,2021,On Time,0,High,Light
B,Ship,3,2,177,3,low,M,10,1641,On Time,0,Low,Light
C,Ship,3,4,191,4,medium,F,43,2903,On Time,0,High,Light
F,Ship,3,2,174,3,low,M,30,1986,On Time,0,Medium,Light
D,Ship,5,3,162,2,low,F,14,1045,On Time,0,Medium,Light
F,Ship,3,1,219,2,low,F,39,2696,On Time,0,High,Light
A,Ship,4,4,155,3,medium,F,35,1421,On Time,0,High,Light
B,Ship,5,3,230,3,medium,F,3,2923,On Time,0,Low,Light
C,Ship,4,5,192,2,medium,F,36,2497,On Time,0,High,Light
F,Ship,5,2,235,3,low,M,14,2984,On Time,0,Medium,Light
D,Ship,3,2,200,3,low,M,46,3642,On Time,0,High,Medium
F,Ship,5,2,172,3,medium,M,65,1667,On Time,0,High,Light
A,Ship,5,4,160,4,low,F,6,1603,On Time,0,Low,Light
B,Ship,5,3,250,5,low,M,12,2722,On Time,0,Medium,Light
C,Ship,4,2,174,3,low,M,9,1682,On Time,0,Low,Light
F,Ship,3,2,204,3,high,F,54,3608,On Time,0,High,Medium
D,Ship,3,5,274,3,medium,F,51,3476,On Time,0,High,Medium
F,Ship,5,5,262,2,medium,F,62,3744,On Time,0,High,Medium
A,Ship,4,5,138,3,medium,M,23,1785,On Time,0,Medium,Light
B,Ship,3,1,215,3,medium,F,2,3873,On Time,0,Low,Medium
C,Ship,3,1,145,2,low,F,34,1773,On Time,0,High,Light
F,Road,4,5,149,2,medium,M,56,1141,On Time,0,High,Light
D,Road,6,5,212,2,medium,M,38,2359,On Time,0,High,Light
F,Road,3,1,155,3,medium,F,47,1193,On Time,0,High,Light
A,Road,5,2,154,3,low,M,40,1238,On Time,0,High,Light
B,Road,3,3,249,3,medium,M,51,2173,On Time,0,High,Light
C,Road,5,1,206,2,low,M,2,3490,On Time,0,Low,Medium
F,Road,4,5,235,3,medium,F,22,2015,On Time,0,Medium,Light
D,Road,5,5,261,3,medium,F,8,3257,On Time,0,Low,Medium
F,Road,6,1,243,4,high,F,22,3537,On Time,0,Medium,Medium
A,Road,3,2,237,2,high,M,26,3103,On Time,0,Medium,Medium
B,Road,2,4,179,2,low,F,19,1900,On Time,0,Medium,Light
C,Road,4,3,192,3,low,F,43,3498,On Time,0,High,Medium
F,Road,3,1,141,3,medium,F,39,1838,On Time,0,High,Light
D,Road,3,2,245,3,low,F,61,2188,On Time,0,High,Light
F,Road,4,4,177,4,medium,F,32,1774,On Time,0,High,Light
A,Road,2,3,154,4,high,F,17,1897,On Time,0,Medium,Light
B,Road,4,4,228,3,medium,F,12,3359,On Time,0,Medium,Medium
C,Road,3,3,207,6,high,F,24,3702,On Time,0,Medium,Medium
F,Road,4,4,266,4,medium,F,33,2701,On Time,0,High,Light
D,Road,3,3,172,3,medium,F,42,1707,On Time,0,High,Light
F,Road,4,3,142,3,low,F,35,1512,On Time,0,High,Light
A,Road,4,5,218,3,low,F,40,3200,On Time,0,High,Medium
B,Flight,3,3,231,2,low,M,46,2962,On Time,0,High,Light
C,Flight,4,2,180,3,low,F,47,1434,On Time,0,High,Light
F,Flight,3,1,168,3,low,M,46,1886,On Time,0,High,Light
D,Flight,5,5,147,4,high,F,42,1642,On Time,0,High,Light
F,Flight,5,4,245,5,low,M,6,3592,On Time,0,Low,Medium
A,Flight,2,4,182,3,medium,M,47,3792,On Time,0,High,Medium
B,Flight,3,4,176,3,medium,F,8,1567,On Time,0,Low,Light
C,Flight,5,3,197,4,medium,F,51,2917,On Time,0,High,Light
F,Flight,3,5,233,3,medium,M,52,3519,On Time,0,High,Medium
D,Flight,3,4,156,2,low,M,8,1145,On Time,0,Low,Light
F,Flight,2,3,257,4,medium,F,52,2073,On Time,0,High,Light
A,Flight,5,4,250,3,low,F,11,3373,On Time,0,Medium,Medium
B,Flight,5,4,189,5,low,M,3,3301,On Time,0,Low,Medium
C,Flight,3,3,255,2,high,M,7,3311,On Time,0,Low,Medium
F,Flight,2,3,198,2,medium,M,28,3514,On Time,0,Medium,Medium
D,Flight,4,2,164,3,medium,M,15,1489,On Time,0,Medium,Light
F,Flight,5,2,271,3,medium,M,32,3785,On Time,0,High,Medium
A,Flight,3,1,185,2,medium,F,34,3299,On Time,0,High,Medium
B,Flight,2,5,157,6,high,F,17,1764,On Time,0,Medium,Light
C,Flight,3,2,137,2,medium,M,17,1673,On Time,0,Medium,Light
F,Flight,3,3,229,3,low,M,14,2164,On Time,0,Medium,Light
D,Flight,3,3,234,2,medium,F,39,2449,On Time,0,High,Light
F,Ship,4,3,216,2,low,M,52,3578,On Time,0,High,Medium
A,Ship,3,1,163,4,low,F,20,1940,On Time,0,Medium,Light
B,Ship,5,2,268,3,low,M,19,2526,On Time,0,Medium,Light
C,Ship,3,3,205,5,medium,M,35,2988,On Time,0,High,Light
F,Ship,4,5,265,2,medium,F,18,2969,On Time,0,Medium,Light
D,Ship,2,2,236,3,medium,M,3,3416,On Time,0,Low,Medium
F,Ship,4,1,132,3,low,M,63,1901,On Time,0,High,Light
A,Ship,3,4,234,2,medium,M,46,3108,On Time,0,High,Medium
B,Ship,4,3,108,6,low,F,22,1745,On Time,0,Medium,Light
C,Ship,4,2,276,2,low,M,54,3706,On Time,0,High,Medium
F,Ship,4,2,179,4,low,M,1,1063,On Time,0,Low,Light
D,Ship,4,1,230,3,medium,M,40,2225,On Time,0,High,Light
F,Ship,3,2,210,3,medium,F,43,2096,On Time,0,High,Light
A,Ship,3,2,173,3,low,F,15,1992,On Time,0,Medium,Light
B,Ship,2,5,201,3,medium,F,29,3894,On Time,0,Medium,Medium
C,Ship,3,3,214,2,low,M,21,3342,On Time,0,Medium,Medium
F,Ship,4,2,216,2,medium,F,22,3024,On Time,0,Medium,Medium
D,Ship,2,5,144,3,medium,M,61,1313,On Time,0,High,Light
F,Ship,5,5,182,3,medium,F,27,3039,On Time,0,Medium,Medium
A,Ship,3,3,163,2,medium,F,48,1369,On Time,0,High,Light
B,Ship,3,3,234,3,medium,F,8,2334,On Time,0,Low,Light
C,Ship,3,2,158,3,high,F,59,1307,On Time,0,High,Light
F,Ship,3,5,194,2,medium,M,4,3496,On Time,0,Low,Medium
D,Ship,3,1,201,6,medium,F,3,2497,On Time,0,Low,Light
F,Ship,3,2,178,2,medium,F,59,1933,On Time,0,High,Light
A,Ship,4,1,214,5,medium,M,51,2669,On Time,0,High,Light
B,Ship,3,3,281,2,medium,M,55,3047,On Time,0,High,Medium
C,Ship,3,2,260,3,medium,F,2,2176,On Time,0,Low,Light
F,Ship,3,2,200,2,medium,F,46,3174,On Time,0,High,Medium
D,Ship,5,3,209,2,high,F,49,2581,On Time,0,High,Light
F,Ship,3,1,185,3,low,M,61,3280,On Time,0,High,Medium
A,Ship,4,3,230,3,low,F,62,2236,On Time,0,High,Light
B,Ship,3,4,134,3,medium,F,31,1540,On Time,0,High,Light
C,Ship,4,5,270,2,low,F,34,2821,On Time,0,High,Light
F,Ship,4,1,140,3,medium,F,1,1464,On Time,0,Low,Light
D,Ship,6,3,133,5,medium,M,32,1367,On Time,0,High,Light
F,Ship,3,4,145,3,medium,M,44,1218,On Time,0,High,Light
A,Ship,4,3,206,3,medium,M,58,2135,On Time,0,High,Light
B,Ship,3,1,162,2,low,F,52,1125,On Time,0,High,Light
C,Ship,4,3,187,2,low,F,58,3665,On Time,0,High,Medium
F,Ship,4,4,166,5,low,F,54,1203,On Time,0,High,Light
D,Ship,4,5,178,3,low,F,48,1819,On Time,0,High,Light
F,Ship,3,1,167,2,high,F,34,1967,On Time,0,High,Light
A,Ship,4,4,224,3,high,M,60,3145,On Time,0,High,Medium
B,Ship,4,4,158,3,medium,M,11,1224,On Time,0,Medium,Light
C,Ship,3,4,134,2,medium,M,43,1198,On Time,0,High,Light
F,Ship,4,2,147,2,medium,F,20,1387,On Time,0,Medium,Light
D,Ship,4,3,187,3,low,M,61,2207,On Time,0,High,Light
F,Ship,4,5,247,2,medium,F,18,2404,On Time,0,Medium,Light
A,Ship,5,4,182,4,high,M,20,2212,On Time,0,Medium,Light
B,Ship,4,1,177,4,medium,F,33,1049,On Time,0,High,Light
C,Ship,5,5,143,2,high,F,18,1066,On Time,0,Medium,Light
F,Ship,5,3,245,2,medium,F,8,3231,On Time,0,Low,Medium
D,Ship,4,1,133,4,medium,M,64,1834,On Time,0,High,Light
F,Ship,3,5,224,2,low,M,13,3891,On Time,0,Medium,Medium
A,Ship,2,5,265,2,low,F,50,3859,On Time,0,High,Medium
B,Ship,4,1,138,2,low,M,28,1528,On Time,0,Medium,Light
C,Ship,3,4,253,3,low,M,6,3788,On Time,0,Low,Medium
F,Ship,4,1,165,3,medium,M,51,1293,On Time,0,High,Light
D,Ship,4,3,265,3,low,F,65,3578,On Time,0,High,Medium
F,Ship,3,2,238,3,high,F,54,3142,On Time,0,High,Medium
A,Ship,5,2,236,3,low,F,51,3402,On Time,0,High,Medium
B,Ship,4,2,190,5,high,F,38,3022,On Time,0,High,Medium
C,Ship,6,1,104,4,medium,F,23,1442,On Time,0,Medium,Light
F,Ship,4,5,245,2,low,F,19,2616,On Time,0,Medium,Light
D,Ship,3,1,155,3,medium,F,27,1022,On Time,0,Medium,Light
F,Ship,3,2,233,3,low,M,63,2143,On Time,0,High,Light
A,Ship,4,3,171,4,low,F,55,1539,On Time,0,High,Light
B,Ship,2,3,164,2,low,M,56,1491,On Time,0,High,Light
C,Ship,3,1,141,3,low,M,6,1361,On Time,0,Low,Light
F,Ship,5,3,266,2,low,F,61,2118,On Time,0,High,Light
D,Ship,3,4,192,2,low,F,56,3765,On Time,0,High,Medium
F,Ship,3,3,229,6,medium,F,61,2298,On Time,0,High,Light
A,Ship,6,2,269,4,medium,M,38,3171,On Time,0,High,Medium
B,Ship,3,4,247,4,low,M,59,2939,On Time,0,High,Light
C,Ship,4,4,157,2,low,F,2,1087,On Time,0,Low,Light
F,Ship,3,2,148,3,medium,F,64,1280,On Time,0,High,Light
D,Ship,4,1,240,2,low,M,14,2437,On Time,0,Medium,Light
F,Ship,4,3,197,4,medium,M,58,3617,On Time,0,High,Medium
A,Ship,6,4,121,5,low,M,23,1734,On Time,0,Medium,Light
B,Ship,4,2,124,3,high,M,60,1107,On Time,0,High,Light
C,Ship,4,2,153,3,medium,F,53,1185,On Time,0,High,Light
F,Ship,5,2,105,4,high,M,1,1622,On Time,0,Low,Light
D,Ship,4,3,202,3,medium,M,2,3962,On Time,0,Low,Medium
F,Ship,5,4,162,2,low,F,54,1635,On Time,0,High,Light
A,Ship,3,4,164,3,medium,M,13,1158,On Time,0,Medium,Light
B,Ship,3,2,231,4,medium,M,48,3370,On Time,0,High,Medium
C,Ship,5,2,209,4,medium,F,12,2933,On Time,0,Medium,Light
F,Ship,3,1,157,2,high,M,19,1898,On Time,0,Medium,Light
D,Ship,4,5,249,2,low,M,4,2725,On Time,0,Low,Light
F,Ship,2,3,264,2,low,F,63,2896,On Time,0,High,Light
A,Ship,3,1,111,4,low,M,61,1844,On Time,0,High,Light
B,Ship,3,1,242,3,medium,F,10,3606,On Time,0,Low,Medium
C,Road,4,4,169,3,low,M,23,1058,On Time,0,Medium,Light
F,Road,5,3,138,2,low,M,13,1056,On Time,0,Medium,Light
D,Road,5,1,158,3,low,M,9,1483,On Time,0,Low,Light
F,Road,5,3,146,4,low,M,5,1718,On Time,0,Low,Light
A,Road,4,4,218,5,medium,F,36,2995,On Time,0,High,Light
B,Road,3,2,178,2,medium,F,22,1247,On Time,0,Medium,Light
C,Road,4,5,197,3,low,F,34,3784,On Time,0,High,Medium
F,Road,3,3,243,2,medium,M,17,3230,On Time,0,Medium,Medium
D,Road,5,2,254,4,high,M,37,2608,On Time,0,High,Light
F,Road,3,1,237,4,low,M,33,2782,On Time,0,High,Light
A,Road,5,1,179,3,low,F,62,1945,On Time,0,High,Light
B,Road,3,2,189,3,medium,M,38,2108,On Time,0,High,Light
C,Road,4,3,244,3,medium,M,1,3982,On Time,0,Low,Medium
F,Road,3,3,266,2,medium,M,46,3594,On Time,0,High,Medium
D,Road,5,4,263,3,high,M,10,2538,On Time,0,Low,Light
F,Road,3,2,247,2,medium,M,39,3189,On Time,0,High,Medium
A,Road,4,5,202,3,low,F,6,2616,On Time,0,Low,Light
B,Road,4,4,227,3,medium,F,1,2761,On Time,0,Low,Light
C,Road,4,5,189,2,low,F,15,2457,On Time,0,Medium,Light
F,Road,6,4,160,2,low,F,31,1689,On Time,0,High,Light
D,Road,3,3,117,3,medium,M,56,1618,On Time,0,High,Light
F,Road,3,1,202,2,high,M,52,2312,On Time,0,High,Light
A,Flight,4,3,201,3,medium,F,54,2487,On Time,0,High,Light
B,Flight,3,4,273,2,medium,F,39,2651,On Time,0,High,Light
C,Flight,4,4,143,2,medium,M,58,1038,On Time,0,High,Light
F,Flight,4,5,137,4,high,M,29,1262,On Time,0,Medium,Light
D,Flight,5,5,236,3,high,M,34,3455,On Time,0,High,Medium
F,Flight,4,2,241,2,low,M,17,3844,On Time,0,Medium,Medium
A,Flight,4,2,187,2,low,F,6,3625,On Time,0,Low,Medium
B,Flight,4,5,273,2,high,M,63,3516,On Time,0,High,Medium
C,Flight,5,2,170,3,low,M,15,1314,On Time,0,Medium,Light
F,Flight,3,5,138,3,low,F,37,1266,On Time,0,High,Light
D,Flight,5,4,150,2,low,M,60,1034,On Time,0,High,Light
F,Flight,5,5,140,3,high,F,42,1384,On Time,0,High,Light
A,Flight,4,1,250,2,low,M,17,3544,On Time,0,Medium,Medium
B,Flight,3,3,207,7,medium,M,19,2182,On Time,0,Medium,Light
C,Flight,4,4,214,3,low,M,36,2684,On Time,0,High,Light
F,Flight,4,1,179,3,low,M,63,1215,On Time,0,High,Light
D,Flight,5,1,149,4,medium,F,20,1110,On Time,0,Medium,Light
F,Flight,3,5,151,2,low,F,16,1422,On Time,0,Medium,Light
A,Flight,4,3,264,3,medium,M,23,2376,On Time,0,Medium,Light
B,Flight,6,5,113,3,high,M,31,1037,On Time,0,High,Light
C,Flight,6,1,281,3,medium,F,36,2536,On Time,0,High,Light
F,Flight,4,2,197,7,medium,M,43,3730,On Time,0,High,Medium
D,Ship,3,4,265,8,low,F,35,3299,On Time,0,High,Medium
F,Ship,4,2,259,3,low,F,47,3764,On Time,0,High,Medium
A,Ship,5,1,200,8,low,F,18,3806,On Time,0,Medium,Medium
B,Ship,2,4,111,2,high,M,60,1787,On Time,0,High,Light
C,Ship,3,5,223,3,medium,M,53,3670,On Time,0,High,Medium
F,Ship,3,3,241,3,low,M,5,2713,On Time,0,Low,Light
D,Ship,4,1,139,3,low,F,25,1152,On Time,0,Medium,Light
F,Ship,7,1,192,3,low,M,38,1372,On Time,0,High,Light
A,Ship,3,4,117,3,medium,M,23,1527,On Time,0,Medium,Light
B,Ship,3,1,202,2,high,F,21,3120,On Time,0,Medium,Medium
C,Ship,4,2,201,3,medium,F,39,2066,On Time,0,High,Light
F,Ship,3,3,273,2,medium,F,16,2466,On Time,0,Medium,Light
D,Ship,4,3,143,2,medium,F,64,1910,On Time,0,High,Light
F,Ship,4,1,137,4,high,M,15,1391,On Time,0,Medium,Light
A,Ship,5,3,236,3,high,F,47,3519,On Time,0,High,Medium
B,Ship,4,1,241,2,low,F,39,2935,On Time,0,High,Light
C,Ship,4,5,187,2,low,M,44,3218,On Time,0,High,Medium
F,Ship,4,3,273,2,high,M,43,3462,On Time,0,High,Medium
D,Ship,5,3,170,3,low,F,12,1018,On Time,0,Medium,Light
F,Ship,3,4,138,3,low,F,54,1648,On Time,0,High,Light
A,Ship,5,3,150,2,low,M,2,1682,On Time,0,Low,Light
B,Ship,5,4,140,3,high,F,56,1332,On Time,0,High,Light
C,Ship,4,3,250,2,low,F,46,2878,On Time,0,High,Light
F,Ship,3,4,207,7,medium,F,46,2670,On Time,0,High,Light
D,Ship,4,2,214,3,low,F,18,2574,On Time,0,Medium,Light
F,Ship,4,3,179,3,low,M,45,1903,On Time,0,High,Light
A,Ship,5,2,149,4,medium,M,48,1068,On Time,0,High,Light
B,Ship,3,1,151,2,low,F,4,1748,On Time,0,Low,Light
C,Ship,4,5,264,3,medium,M,16,2245,On Time,0,Medium,Light
F,Ship,6,5,113,3,high,F,35,1402,On Time,0,High,Light
D,Ship,6,3,281,3,medium,M,11,2135,On Time,0,Medium,Light
F,Ship,4,4,197,7,medium,F,22,2065,On Time,0,Medium,Light
A,Ship,3,4,265,8,low,M,2,3622,On Time,0,Low,Medium
B,Ship,4,1,259,3,low,M,39,2427,On Time,0,High,Light
C,Ship,5,3,200,8,low,F,9,2741,On Time,0,Low,Light
F,Ship,2,1,111,2,high,F,10,1920,On Time,0,Low,Light
D,Ship,3,2,223,3,medium,F,6,2127,On Time,0,Low,Light
F,Ship,3,2,241,3,low,M,22,3030,On Time,0,Medium,Medium
A,Ship,4,5,139,3,low,F,65,1277,On Time,0,High,Light
B,Ship,7,4,192,3,low,F,33,1694,On Time,0,High,Light
C,Ship,3,5,180,4,medium,F,59,1481,On Time,0,High,Light
F,Ship,3,3,153,5,low,M,35,1089,On Time,0,High,Light
D,Ship,2,4,280,4,low,M,48,1463,On Time,0,High,Light
F,Ship,7,5,243,5,medium,M,28,1100,On Time,0,Medium,Light
A,Ship,3,4,214,2,low,M,50,3881,On Time,0,High,Medium
B,Ship,4,4,177,2,low,M,6,1112,On Time,0,Low,Light
C,Ship,3,2,182,3,medium,F,39,3828,On Time,0,High,Medium
F,Ship,4,5,185,3,medium,M,17,2824,On Time,0,Medium,Light
D,Ship,3,3,143,3,medium,M,23,1281,On Time,0,Medium,Light
F,Ship,3,3,162,3,medium,M,7,1901,On Time,0,Low,Light
A,Ship,3,1,171,2,low,M,34,1999,On Time,0,High,Light
B,Ship,5,1,227,3,low,F,14,2589,On Time,0,Medium,Light
C,Ship,3,5,205,6,low,F,25,2232,On Time,0,Medium,Light
F,Ship,3,5,258,3,low,M,17,3033,On Time,0,Medium,Medium
D,Ship,4,5,195,5,medium,F,10,3537,On Time,0,Low,Medium
F,Ship,4,1,224,2,low,M,8,3638,On Time,0,Low,Medium
A,Ship,2,5,192,6,low,F,41,2673,On Time,0,High,Light
B,Ship,3,3,202,3,medium,F,35,3986,On Time,0,High,Medium
C,Ship,5,3,235,2,medium,F,12,3358,On Time,0,Medium,Medium
F,Ship,3,4,218,3,low,M,22,3818,On Time,0,Medium,Medium
D,Ship,6,5,176,4,medium,M,31,1262,On Time,0,High,Light
F,Ship,3,3,221,2,medium,F,26,3120,On Time,0,Medium,Medium
A,Ship,3,4,157,3,low,F,32,1370,On Time,0,High,Light
B,Ship,4,2,259,4,low,F,13,2495,On Time,0,Medium,Light
C,Ship,2,1,249,3,low,M,11,2534,On Time,0,Medium,Light
F,Ship,4,1,263,5,low,F,62,2292,On Time,0,High,Light
D,Ship,4,3,141,3,low,F,2,1915,On Time,0,Low,Light
F,Ship,4,1,114,3,medium,F,9,1240,On Time,0,Low,Light
A,Ship,3,4,179,4,low,F,44,1004,On Time,0,High,Light
B,Ship,4,3,179,3,medium,M,40,1584,On Time,0,High,Light
C,Ship,3,5,193,3,low,F,47,3523,On Time,0,High,Medium
F,Ship,3,2,137,3,medium,F,23,1246,On Time,0,Medium,Light
D,Ship,3,5,110,3,low,M,55,1875,On Time,0,High,Light
F,Ship,3,1,270,3,medium,F,61,3582,On Time,0,High,Medium
A,Ship,5,1,175,3,medium,F,64,1110,On Time,0,High,Light
B,Ship,5,1,234,2,low,M,12,2372,On Time,0,Medium,Light
C,Ship,2,4,177,3,medium,M,48,1113,On Time,0,High,Light
F,Ship,3,4,153,2,low,F,24,1442,On Time,0,Medium,Light
D,Ship,4,5,252,3,low,M,16,2332,On Time,0,Medium,Light
F,Ship,2,4,122,2,low,F,32,1213,On Time,0,High,Light
A,Ship,4,5,215,2,medium,F,34,2258,On Time,0,High,Light
B,Ship,3,3,140,4,low,F,47,1207,On Time,0,High,Light
